ano,tema,serviço,geometria,caminho,resgistros
2016,Lixo e limpeza,Denúncia de caçamba de entulho de obra/construção,poligono,resultados/2016/lixo-e-limpeza/poligonos/denuncia-de-cacamba-de-entulho-de-obra-construcao.gpkg,85
2016,Lixo e limpeza,Reclamações sobre Ecoponto,poligono,resultados/2016/lixo-e-limpeza/poligonos/reclamacoes-sobre-ecoponto.gpkg,74
2016,Lixo e limpeza,Denúncia de descarte irregular de lixo no aterro sanitário,poligono,resultados/2016/lixo-e-limpeza/poligonos/denuncia-de-descarte-irregular-de-lixo-no-aterro-sanitario.gpkg,8
2016,Lixo e limpeza,Varrição de vias - incluir programação,poligono,resultados/2016/lixo-e-limpeza/poligonos/varricao-de-vias-incluir-programacao.gpkg,73
2016,Lixo e limpeza,Denúncia de ferro velho irregular,poligono,resultados/2016/lixo-e-limpeza/poligonos/denuncia-de-ferro-velho-irregular.gpkg,40
2016,Lixo e limpeza,Reclamações sobre coleta de resíduos de serviços de saúde,poligono,resultados/2016/lixo-e-limpeza/poligonos/reclamacoes-sobre-coleta-de-residuos-de-servicos-de-saude.gpkg,71
2016,Lixo e limpeza,Solicitar fiscalização de feira livre,poligono,resultados/2016/lixo-e-limpeza/poligonos/solicitar-fiscalizacao-de-feira-livre.gpkg,84
2016,Lixo e limpeza,Denúncia de estabelecimento gerador de resíduos de saúde não cadastrado,poligono,resultados/2016/lixo-e-limpeza/poligonos/denuncia-de-estabelecimento-gerador-de-residuos-de-saude-nao-cadastrado.gpkg,16
2016,Lixo e limpeza,Denunciar panfletagem irregular,poligono,resultados/2016/lixo-e-limpeza/poligonos/denunciar-panfletagem-irregular.gpkg,38
2016,Lixo e limpeza,Denúncia de lavagem de calçada fora de horário,poligono,resultados/2016/lixo-e-limpeza/poligonos/denuncia-de-lavagem-de-calcada-fora-de-horario.gpkg,15
2016,Animais,Avisar sobre animal agressor em vias públicas,poligono,resultados/2016/animais/poligonos/avisar-sobre-animal-agressor-em-vias-publicas.gpkg,96
2016,Animais,Avisar  sobre animal encontrado com Registro Geral do Animal (RGA),poligono,resultados/2016/animais/poligonos/avisar-sobre-animal-encontrado-com-registro-geral-do-animal-rga.gpkg,57
2016,Animais,Denunciar condições inadequadas de criação,poligono,resultados/2016/animais/poligonos/denunciar-condicoes-inadequadas-de-criacao.gpkg,96
2016,Animais,Denunciar local com roedores/ratos,poligono,resultados/2016/animais/poligonos/denunciar-local-com-roedores-ratos.gpkg,95
2016,Animais,Avaliação de animal em sofrimento sem proprietário para eutanásia (morte sem dor),poligono,resultados/2016/animais/poligonos/avaliacao-de-animal-em-sofrimento-sem-proprietario-para-eutanasia-morte-sem-dor.gpkg,96
2016,Animais,Animal de grande porte solto - Solicitar remoção,poligono,resultados/2016/animais/poligonos/animal-de-grande-porte-solto-solicitar-remocao.gpkg,58
2016,Animais,Cães e gatos invasores de instituições públicas - Solicitar avaliação,poligono,resultados/2016/animais/poligonos/caes-e-gatos-invasores-de-instituicoes-publicas-solicitar-avaliacao.gpkg,94
2016,Animais,Denúncia de local com pombos,poligono,resultados/2016/animais/poligonos/denuncia-de-local-com-pombos.gpkg,93
2016,Animais,Denunciar local com escorpião,poligono,resultados/2016/animais/poligonos/denunciar-local-com-escorpiao.gpkg,93
2016,Animais,Solicitar atendimento de animais silvestres acidentados ou feridos,poligono,resultados/2016/animais/poligonos/solicitar-atendimento-de-animais-silvestres-acidentados-ou-feridos.gpkg,38
2016,Rua e bairro,Reclamação de poluição sonora - PSIU,poligono,resultados/2016/rua-e-bairro/poligonos/reclamacao-de-poluicao-sonora-psiu.gpkg,95
2016,Rua e bairro,Calçada particular - denunciar calçada danificada ou inexistente,poligono,resultados/2016/rua-e-bairro/poligonos/calcada-particular-denunciar-calcada-danificada-ou-inexistente.gpkg,95
2016,Rua e bairro,Calçada pública - solicitar manutenção,poligono,resultados/2016/rua-e-bairro/poligonos/calcada-publica-solicitar-manutencao.gpkg,96
2016,Rua e bairro,Recapeamento,poligono,resultados/2016/rua-e-bairro/poligonos/recapeamento.gpkg,96
2016,Rua e bairro,Árvore - denunciar poda ou remoção não autorizada,poligono,resultados/2016/rua-e-bairro/poligonos/arvore-denunciar-poda-ou-remocao-nao-autorizada.gpkg,95
2016,Rua e bairro,Árvore - solicitar manejo em área pública,poligono,resultados/2016/rua-e-bairro/poligonos/arvore-solicitar-manejo-em-area-publica.gpkg,96
2016,Rua e bairro,Denunciar despejo irregular de água usada ou esgoto,poligono,resultados/2016/rua-e-bairro/poligonos/denunciar-despejo-irregular-de-agua-usada-ou-esgoto.gpkg,95
2016,Rua e bairro,Praças - sugerir reforma e revitalização,poligono,resultados/2016/rua-e-bairro/poligonos/pracas-sugerir-reforma-e-revitalizacao.gpkg,94
2016,Rua e bairro,Praça e canteiro central - solicitar roçada,poligono,resultados/2016/rua-e-bairro/poligonos/praca-e-canteiro-central-solicitar-rocada.gpkg,96
2016,Rua e bairro,Guias para travessia de pedestres - Solicitar rebaixamento,poligono,resultados/2016/rua-e-bairro/poligonos/guias-para-travessia-de-pedestres-solicitar-rebaixamento.gpkg,92
2016,Rua e bairro,Reparo de lâmpada,poligono,resultados/2016/rua-e-bairro/poligonos/reparo-de-lampada.gpkg,96
2016,Rua e bairro,Solicitar plantio de árvores em passeio público ou calçada,poligono,resultados/2016/rua-e-bairro/poligonos/solicitar-plantio-de-arvores-em-passeio-publico-ou-calcada.gpkg,95
2016,Rua e bairro,Denunciar falta de limpeza de terrenos e imóveis particulares,poligono,resultados/2016/rua-e-bairro/poligonos/denunciar-falta-de-limpeza-de-terrenos-e-imoveis-particulares.gpkg,93
2016,Rua e bairro,Acessibilidade - solicitar avaliação de obstáculo na calçada,poligono,resultados/2016/rua-e-bairro/poligonos/acessibilidade-solicitar-avaliacao-de-obstaculo-na-calcada.gpkg,95
2016,Rua e bairro,Drenagem de água da chuva - Bueiros e bocas de lobo,poligono,resultados/2016/rua-e-bairro/poligonos/drenagem-de-agua-da-chuva-bueiros-e-bocas-de-lobo.gpkg,96
2016,Rua e bairro,Reclamação de pintura de guias e postes mal feita,poligono,resultados/2016/rua-e-bairro/poligonos/reclamacao-de-pintura-de-guias-e-postes-mal-feita.gpkg,22
2016,Rua e bairro,Reformar galerias de águas de chuvas (pluviais),poligono,resultados/2016/rua-e-bairro/poligonos/reformar-galerias-de-aguas-de-chuvas-pluviais.gpkg,96
2016,Rua e bairro,Vielas e escadarias - solicitar manutenção,poligono,resultados/2016/rua-e-bairro/poligonos/vielas-e-escadarias-solicitar-manutencao.gpkg,71
2016,Rua e bairro,Denunciar loteamento irregular ou clandestino,poligono,resultados/2016/rua-e-bairro/poligonos/denunciar-loteamento-irregular-ou-clandestino.gpkg,95
2016,Rua e bairro,Nivelamento de vias de terra,poligono,resultados/2016/rua-e-bairro/poligonos/nivelamento-de-vias-de-terra.gpkg,33
2016,Rua e bairro,Pavimentação de ruas não asfaltadas,poligono,resultados/2016/rua-e-bairro/poligonos/pavimentacao-de-ruas-nao-asfaltadas.gpkg,96
2016,Rua e bairro,"Denúncia de reparo mal executado de calçada por companhias de luz, água, telefone, internet",poligono,resultados/2016/rua-e-bairro/poligonos/denuncia-de-reparo-mal-executado-de-calcada-por-companhias-de-luz-agua-telefone-internet.gpkg,84
2016,Rua e bairro,Solicitar fiscalização de ambulantes,poligono,resultados/2016/rua-e-bairro/poligonos/solicitar-fiscalizacao-de-ambulantes.gpkg,93
2016,Rua e bairro,"Limpeza de valas, valetas e sarjetões",poligono,resultados/2016/rua-e-bairro/poligonos/limpeza-de-valas-valetas-e-sarjetoes.gpkg,70
2016,Rua e bairro,Praças - solicitar manutenção de equipamentos de ginástica,poligono,resultados/2016/rua-e-bairro/poligonos/pracas-solicitar-manutencao-de-equipamentos-de-ginastica.gpkg,90
2016,Rua e bairro,Construção de muro de arrimo/contenção,poligono,resultados/2016/rua-e-bairro/poligonos/construcao-de-muro-de-arrimo-contencao.gpkg,36
2016,Rua e bairro,Reparo da fiação elétrica,poligono,resultados/2016/rua-e-bairro/poligonos/reparo-da-fiacao-eletrica.gpkg,85
2016,Rua e bairro,Reparo de poste de luz metálico,poligono,resultados/2016/rua-e-bairro/poligonos/reparo-de-poste-de-luz-metalico.gpkg,75
2016,Rua e bairro,Recurso de multa muro/passeio/limpeza,poligono,resultados/2016/rua-e-bairro/poligonos/recurso-de-multa-muro-passeio-limpeza.gpkg,64
2016,Rua e bairro,Denunciar terreno com muro danificado/inexistente,poligono,resultados/2016/rua-e-bairro/poligonos/denunciar-terreno-com-muro-danificado-inexistente.gpkg,79
2016,Rua e bairro,Denúncia de ligação irregular de esgoto,poligono,resultados/2016/rua-e-bairro/poligonos/denuncia-de-ligacao-irregular-de-esgoto.gpkg,63
2016,Rua e bairro,Denúncia de despejo de água de chuva,poligono,resultados/2016/rua-e-bairro/poligonos/denuncia-de-despejo-de-agua-de-chuva.gpkg,62
2016,Rua e bairro,Solicitar acerto de numeração de imóvel,poligono,resultados/2016/rua-e-bairro/poligonos/solicitar-acerto-de-numeracao-de-imovel.gpkg,67
2016,Rua e bairro,Reparo de luminária,poligono,resultados/2016/rua-e-bairro/poligonos/reparo-de-luminaria.gpkg,81
2016,Rua e bairro,Denúncia de falta de plantio de uma nova árvore após remoção,poligono,resultados/2016/rua-e-bairro/poligonos/denuncia-de-falta-de-plantio-de-uma-nova-arvore-apos-remocao.gpkg,23
2016,Rua e bairro,"Guias, sarjetas e sarjetões - solicitar manutenção",poligono,resultados/2016/rua-e-bairro/poligonos/guias-sarjetas-e-sarjetoes-solicitar-manutencao.gpkg,29
2016,Rua e bairro,Avaliação e serviços em árvore em área particular,poligono,resultados/2016/rua-e-bairro/poligonos/avaliacao-e-servicos-em-arvore-em-area-particular.gpkg,6
2016,Rua e bairro,Denúncia de despejo de água usada ou esgoto,poligono,resultados/2016/rua-e-bairro/poligonos/denuncia-de-despejo-de-agua-usada-ou-esgoto.gpkg,49
2016,Rua e bairro,Denunciar fechamento de ruas e vilas,poligono,resultados/2016/rua-e-bairro/poligonos/denunciar-fechamento-de-ruas-e-vilas.gpkg,58
2016,Rua e bairro,Reparo de transformador/chave,poligono,resultados/2016/rua-e-bairro/poligonos/reparo-de-transformador-chave.gpkg,45
2016,Rua e bairro,Recolocação e ajuste de paralelepípedo,poligono,resultados/2016/rua-e-bairro/poligonos/recolocacao-e-ajuste-de-paralelepipedo.gpkg,35
2016,Rua e bairro,"Praças - Solicitar manutenção de equipamentos (mesas, bancos, brinquedos e equipamentos de ginástica)",poligono,resultados/2016/rua-e-bairro/poligonos/pracas-solicitar-manutencao-de-equipamentos-mesas-bancos-brinquedos-e-equipamentos-de-ginastica.gpkg,29
2016,Rua e bairro,Denúncia de lançamento de lixo/detritos em córrego,poligono,resultados/2016/rua-e-bairro/poligonos/denuncia-de-lancamento-de-lixo-detritos-em-corrego.gpkg,10
2016,Rua e bairro,Elogio para Iluminação Pública (ILUME),poligono,resultados/2016/rua-e-bairro/poligonos/elogio-para-iluminacao-publica-ilume.gpkg,6
2016,Rua e bairro,Denunciar invasão de áreas municipais,poligono,resultados/2016/rua-e-bairro/poligonos/denunciar-invasao-de-areas-municipais.gpkg,31
2016,Rua e bairro,Guia rebaixada - solicitar fiscalização de rebaixamento irregular,poligono,resultados/2016/rua-e-bairro/poligonos/guia-rebaixada-solicitar-fiscalizacao-de-rebaixamento-irregular.gpkg,13
2016,Rua e bairro,Árvore ou galho caído,poligono,resultados/2016/rua-e-bairro/poligonos/arvore-ou-galho-caido.gpkg,5
2016,Outros,Apresentar sinais de embriaguez em serviço,poligono,resultados/2016/outros/poligonos/apresentar-sinais-de-embriaguez-em-servico.gpkg,63
2016,Outros,Fio faiscando,poligono,resultados/2016/outros/poligonos/fio-faiscando.gpkg,91
2016,Outros,Emissão de Nota Fiscal,poligono,resultados/2016/outros/poligonos/emissao-de-nota-fiscal.gpkg,29
2016,Outros,Reclamações,poligono,resultados/2016/outros/poligonos/reclamacoes.gpkg,5
2016,Outros,Cancelamento de Nota Fiscal,poligono,resultados/2016/outros/poligonos/cancelamento-de-nota-fiscal.gpkg,5
2016,Outros,Atualização de Dados Cadastrais,poligono,resultados/2016/outros/poligonos/atualizacao-de-dados-cadastrais.gpkg,53
2016,Outros,2ª Via,poligono,resultados/2016/outros/poligonos/2a-via.gpkg,2
2016,Outros,Isenção para Aposentados,poligono,resultados/2016/outros/poligonos/isencao-para-aposentados.gpkg,4
2016,Outros,Lavar/Reparar veiculo em via publica,poligono,resultados/2016/outros/poligonos/lavar-reparar-veiculo-em-via-publica.gpkg,30
2016,Outros,Devolução de Valores,poligono,resultados/2016/outros/poligonos/devolucao-de-valores.gpkg,12
2016,Outros,Valor,poligono,resultados/2016/outros/poligonos/valor.gpkg,4
2016,Outros,Infiltração d´água na casa de máquina/caixa/poço do elevador,poligono,resultados/2016/outros/poligonos/infiltracao-dagua-na-casa-de-maquina-caixa-poco-do-elevador.gpkg,7
2016,Outros,Sugestões,poligono,resultados/2016/outros/poligonos/sugestoes.gpkg,3
2016,Outros,Consulta a Débito,poligono,resultados/2016/outros/poligonos/consulta-a-debito.gpkg,2
2016,Outros,Quem recebe documento de arrecadação de ISS pelos correios?,poligono,resultados/2016/outros/poligonos/quem-recebe-documento-de-arrecadacao-de-iss-pelos-correios.gpkg,3
2016,Outros,Conduta - Postos de Atendimento,poligono,resultados/2016/outros/poligonos/conduta-postos-de-atendimento.gpkg,2
2016,Outros,Que documentação adicional deve ser apresentada para a reativação de inscrição?,poligono,resultados/2016/outros/poligonos/que-documentacao-adicional-deve-ser-apresentada-para-a-reativacao-de-inscricao.gpkg,2
2016,"Obras, imóveis e habitação",Solicitar fiscalização de obra e reforma em imóvel particular,poligono,resultados/2016/obras-imoveis-e-habitacao/poligonos/solicitar-fiscalizacao-de-obra-e-reforma-em-imovel-particular.gpkg,96
2016,"Obras, imóveis e habitação",Denunciar material de construção depositado em vias públicas,poligono,resultados/2016/obras-imoveis-e-habitacao/poligonos/denunciar-material-de-construcao-depositado-em-vias-publicas.gpkg,43
2016,"Obras, imóveis e habitação","Denunciar janela ou abertura a menos de 1,50m do vizinho",poligono,resultados/2016/obras-imoveis-e-habitacao/poligonos/denunciar-janela-ou-abertura-a-menos-de-150m-do-vizinho.gpkg,68
2016,"Obras, imóveis e habitação",Fiscalização de obras na via,poligono,resultados/2016/obras-imoveis-e-habitacao/poligonos/fiscalizacao-de-obras-na-via.gpkg,19
2016,"Obras, imóveis e habitação",Denúncia de preparo de concreto na calçada ou rua,poligono,resultados/2016/obras-imoveis-e-habitacao/poligonos/denuncia-de-preparo-de-concreto-na-calcada-ou-rua.gpkg,13
2016,"Obras, imóveis e habitação",Denúncia de estande de venda irregular,poligono,resultados/2016/obras-imoveis-e-habitacao/poligonos/denuncia-de-estande-de-venda-irregular.gpkg,4
2016,Saúde,Denunciar local com acúmulo de água limpa e parada,poligono,resultados/2016/saude/poligonos/denunciar-local-com-acumulo-de-agua-limpa-e-parada.gpkg,96
2016,Saúde,Acolhimento das manifestações dos usuários do serviço público de saúde,poligono,resultados/2016/saude/poligonos/acolhimento-das-manifestacoes-dos-usuarios-do-servico-publico-de-saude.gpkg,28
2016,Segurança urbana,Guarda Civil Metropolitana - Crítica e reclamação,poligono,resultados/2016/seguranca-urbana/poligonos/guarda-civil-metropolitana-critica-e-reclamacao.gpkg,47
2016,Segurança urbana,Solicitação de policiamento,poligono,resultados/2016/seguranca-urbana/poligonos/solicitacao-de-policiamento.gpkg,88
2016,Segurança urbana,Guarda Civil Metropolitana - Sugestão,poligono,resultados/2016/seguranca-urbana/poligonos/guarda-civil-metropolitana-sugestao.gpkg,26
2016,Segurança urbana,Denúncias contra atuação de servidor da guarda civil metropolitana,poligono,resultados/2016/seguranca-urbana/poligonos/denuncias-contra-atuacao-de-servidor-da-guarda-civil-metropolitana.gpkg,8
2016,Segurança urbana,Guarda Civil Metropolitana - Elogio,poligono,resultados/2016/seguranca-urbana/poligonos/guarda-civil-metropolitana-elogio.gpkg,9
2016,Comércio e serviços,"Comércio, serviço e indústria - solicitar fiscalização de funcionamento",poligono,resultados/2016/comercio-e-servicos/poligonos/comercio-servico-e-industria-solicitar-fiscalizacao-de-funcionamento.gpkg,95
2016,Comércio e serviços,Denúncia de edificação não adaptada às normas de segurança,poligono,resultados/2016/comercio-e-servicos/poligonos/denuncia-de-edificacao-nao-adaptada-as-normas-de-seguranca.gpkg,95
2016,Comércio e serviços,"Denúncia de condições inadequadas de equipamentos de transportes (elevadores, escadas rolantes, plataforma de elevação vertical)",poligono,resultados/2016/comercio-e-servicos/poligonos/denuncia-de-condicoes-inadequadas-de-equipamentos-de-transportes-elevadores-escadas-rolantes-plataforma-de-elevacao-vertical.gpkg,33
2016,Comércio e serviços,Denúncia de irregularidade em locais com lotação superior a 250 pessoas,poligono,resultados/2016/comercio-e-servicos/poligonos/denuncia-de-irregularidade-em-locais-com-lotacao-superior-a-250-pessoas.gpkg,49
2016,Comércio e serviços,Fiscalização de licença de funcionamento de posto de combustível,poligono,resultados/2016/comercio-e-servicos/poligonos/fiscalizacao-de-licenca-de-funcionamento-de-posto-de-combustivel.gpkg,72
2016,Comércio e serviços,Fiscalização de comida de rua,poligono,resultados/2016/comercio-e-servicos/poligonos/fiscalizacao-de-comida-de-rua.gpkg,90
2016,Comércio e serviços,Fiscalização de licença de funcionamento de indústrias,poligono,resultados/2016/comercio-e-servicos/poligonos/fiscalizacao-de-licenca-de-funcionamento-de-industrias.gpkg,32
2016,Canais de Atendimento,Central 156 - Elogio,poligono,resultados/2016/canais-de-atendimento/poligonos/central-156-elogio.gpkg,19
2016,Canais de Atendimento,Central 156 - Reclamação,poligono,resultados/2016/canais-de-atendimento/poligonos/central-156-reclamacao.gpkg,45
2016,Canais de Atendimento,Central 156 - Sugestão,poligono,resultados/2016/canais-de-atendimento/poligonos/central-156-sugestao.gpkg,11
2016,Meio Ambiente,Córrego - solicitar limpeza,poligono,resultados/2016/meio-ambiente/poligonos/corrego-solicitar-limpeza.gpkg,88
2016,Meio Ambiente,Denúncia de cheiro forte causando incômodo,poligono,resultados/2016/meio-ambiente/poligonos/denuncia-de-cheiro-forte-causando-incomodo.gpkg,84
2016,Meio Ambiente,Poda ou remoção de árvores ou vegetação em parques,poligono,resultados/2016/meio-ambiente/poligonos/poda-ou-remocao-de-arvores-ou-vegetacao-em-parques.gpkg,86
2016,Meio Ambiente,Denúncia de despejo irregular de esgoto ou outros poluentes de águas dentro dos limites do município,poligono,resultados/2016/meio-ambiente/poligonos/denuncia-de-despejo-irregular-de-esgoto-ou-outros-poluentes-de-aguas-dentro-dos-limites-do-municipio.gpkg,64
2016,Meio Ambiente,Denúncia de fumaça/ fuligem /material particulado,poligono,resultados/2016/meio-ambiente/poligonos/denuncia-de-fumaca-fuligem-material-particulado.gpkg,90
2016,Meio Ambiente,Parques – Reclamar sobre manutenção e limpeza,poligono,resultados/2016/meio-ambiente/poligonos/parques-reclamar-sobre-manutencao-e-limpeza.gpkg,83
2016,Meio Ambiente,Parques – Denunciar uso inadequado,poligono,resultados/2016/meio-ambiente/poligonos/parques-denunciar-uso-inadequado.gpkg,62
2016,Meio Ambiente,Denúncia de represamento ou aterramento de rio ou córrego,poligono,resultados/2016/meio-ambiente/poligonos/denuncia-de-represamento-ou-aterramento-de-rio-ou-corrego.gpkg,21
2016,Meio Ambiente,Denúncia de distribuição de sacolas plásticas irregulares,poligono,resultados/2016/meio-ambiente/poligonos/denuncia-de-distribuicao-de-sacolas-plasticas-irregulares.gpkg,12
2016,Meio Ambiente,Denúncia de retirada e uso de água subterrânea sem autorização,poligono,resultados/2016/meio-ambiente/poligonos/denuncia-de-retirada-e-uso-de-agua-subterranea-sem-autorizacao.gpkg,35
2016,Meio Ambiente,Pedido de esclarecimento sobre áreas contaminadas no município de São Paulo,poligono,resultados/2016/meio-ambiente/poligonos/pedido-de-esclarecimento-sobre-areas-contaminadas-no-municipio-de-sao-paulo.gpkg,2
2016,Meio Ambiente,Denúncia de ocupação irregular de área verde localizada em área privada dentro do município,poligono,resultados/2016/meio-ambiente/poligonos/denuncia-de-ocupacao-irregular-de-area-verde-localizada-em-area-privada-dentro-do-municipio.gpkg,26
2016,Meio Ambiente,Denúncia de lançamento de esgoto em córrego,poligono,resultados/2016/meio-ambiente/poligonos/denuncia-de-lancamento-de-esgoto-em-corrego.gpkg,2
2016,Documentos e licenças,Vistas de processos,poligono,resultados/2016/documentos-e-licencas/poligonos/vistas-de-processos.gpkg,58
2016,Bilhete Único,Problemas no cadastro,poligono,resultados/2016/bilhete-unico/poligonos/problemas-no-cadastro.gpkg,96
2016,Bilhete Único,Bilhete único vale transporte,poligono,resultados/2016/bilhete-unico/poligonos/bilhete-unico-vale-transporte.gpkg,4
2016,Acessibilidade,Acessibilidade - Solicitar fiscalização em edificações,poligono,resultados/2016/acessibilidade/poligonos/acessibilidade-solicitar-fiscalizacao-em-edificacoes.gpkg,86
2016,Acessibilidade,Acessibilidade - Denunciar falta de móveis adequados,poligono,resultados/2016/acessibilidade/poligonos/acessibilidade-denunciar-falta-de-moveis-adequados.gpkg,17
2016,Acessibilidade,Bilhete Único - Denúncia de uso irregular,poligono,resultados/2016/acessibilidade/poligonos/bilhete-unico-denuncia-de-uso-irregular.gpkg,27
2016,Urgência,Deslizamento,poligono,resultados/2016/urgencia/poligonos/deslizamento.gpkg,3
2016,Urgência,Vazamento de gás,poligono,resultados/2016/urgencia/poligonos/vazamento-de-gas.gpkg,4
2016,Urgência,Rachadura de Edificação,poligono,resultados/2016/urgencia/poligonos/rachadura-de-edificacao.gpkg,6
2016,Urgência,Fogo em mato,poligono,resultados/2016/urgencia/poligonos/fogo-em-mato.gpkg,12
2016,Urgência,Risco de desabamento,poligono,resultados/2016/urgencia/poligonos/risco-de-desabamento.gpkg,6
2016,Urgência,Alagamento,poligono,resultados/2016/urgencia/poligonos/alagamento.gpkg,6
2016,Urgência,Inundação,poligono,resultados/2016/urgencia/poligonos/inundacao.gpkg,2
2016,Urgência,Desabamento,poligono,resultados/2016/urgencia/poligonos/desabamento.gpkg,7
2016,Educação,Leve Leite - Denúncia de venda ou desvio de leite,poligono,resultados/2016/educacao/poligonos/leve-leite-denuncia-de-venda-ou-desvio-de-leite.gpkg,53
2016,Educação,Alimentação escolar - Reclamar sobre alimentação nas unidades,poligono,resultados/2016/educacao/poligonos/alimentacao-escolar-reclamar-sobre-alimentacao-nas-unidades.gpkg,29
2016,Educação,Reclamação da qualidade do leite,poligono,resultados/2016/educacao/poligonos/reclamacao-da-qualidade-do-leite.gpkg,29
2016,Educação,Sugestão de cardápio,poligono,resultados/2016/educacao/poligonos/sugestao-de-cardapio.gpkg,8
2016,Educação,Denúncia de ausência de segurança no CEU,poligono,resultados/2016/educacao/poligonos/denuncia-de-ausencia-de-seguranca-no-ceu.gpkg,2
2016,"Cultura, esporte e lazer",Instalação e manutenção de campo de futebol em área municipal,poligono,resultados/2016/cultura-esporte-e-lazer/poligonos/instalacao-e-manutencao-de-campo-de-futebol-em-area-municipal.gpkg,35
2016,"Cultura, esporte e lazer",WiFi Livre SP - Reclamar sobre problemas na conexão,poligono,resultados/2016/cultura-esporte-e-lazer/poligonos/wifi-livre-sp-reclamar-sobre-problemas-na-conexao.gpkg,3
2016,SAC/GRC,Inscrição Online (pessoa física),poligono,resultados/2016/sac-grc/poligonos/inscricao-online-pessoa-fisica.gpkg,8
2016,Ouvidoria Geral do Município,Reclamação,poligono,resultados/2016/ouvidoria-geral-do-municipio/poligonos/reclamacao.gpkg,5
2016,Ouvidoria Geral do Município,Denúncia,poligono,resultados/2016/ouvidoria-geral-do-municipio/poligonos/denuncia.gpkg,5
2016,Trabalho,Reclamações,poligono,resultados/2016/trabalho/poligonos/reclamacoes.gpkg,5
2016,Rua e bairro,Tapa-buraco,ponto,resultados/2016/rua-e-bairro/poligonos/tapa-buraco.gpkg,83648
2016,Rua e bairro,(antigo) Reformar galerias de águas de chuvas (pluviais),ponto,resultados/2016/rua-e-bairro/poligonos/antigo-reformar-galerias-de-aguas-de-chuvas-pluviais.gpkg,1664
2016,Rua e bairro,"Solicitar limpeza de bueiros, boca de lobo e poços de visita",ponto,resultados/2016/rua-e-bairro/poligonos/solicitar-limpeza-de-bueiros-boca-de-lobo-e-pocos-de-visita.gpkg,12917
2016,Rua e bairro,Reclamação sobre iluminação pública (ILUME),ponto,resultados/2016/rua-e-bairro/poligonos/reclamacao-sobre-iluminacao-publica-ilume.gpkg,125
2016,Rua e bairro,Reclamação de afundamento da pavimentação em vias públicas,ponto,resultados/2016/rua-e-bairro/poligonos/reclamacao-de-afundamento-da-pavimentacao-em-vias-publicas.gpkg,2830
2016,Rua e bairro,Reclamação de má execução do serviço de recapeamento e pavimentação,ponto,resultados/2016/rua-e-bairro/poligonos/reclamacao-de-ma-execucao-do-servico-de-recapeamento-e-pavimentacao.gpkg,283
2016,Rua e bairro,Pintura de guias e postes,ponto,resultados/2016/rua-e-bairro/poligonos/pintura-de-guias-e-postes.gpkg,333
2016,Rua e bairro,Tapa-buraco em faixa exclusiva ou corredor de ônibus,ponto,resultados/2016/rua-e-bairro/poligonos/tapa-buraco-em-faixa-exclusiva-ou-corredor-de-onibus.gpkg,5
2016,Rua e bairro,Reclamação de má execução do serviço de tapa-buraco,ponto,resultados/2016/rua-e-bairro/poligonos/reclamacao-de-ma-execucao-do-servico-de-tapa-buraco.gpkg,44
2016,Rua e bairro,Reparo e manutenção de relógios de rua,ponto,resultados/2016/rua-e-bairro/poligonos/reparo-e-manutencao-de-relogios-de-rua.gpkg,2
2016,Trânsito e Transporte,Ônibus - Reclamação de intervalo excessivo da linha,ponto,resultados/2016/transito-e-transporte/poligonos/onibus-reclamacao-de-intervalo-excessivo-da-linha.gpkg,9799
2016,Trânsito e Transporte,Ônibus - Reclamação de descumprimento de partida no ponto inicial/final,ponto,resultados/2016/transito-e-transporte/poligonos/onibus-reclamacao-de-descumprimento-de-partida-no-ponto-inicial-final.gpkg,2284
2016,Trânsito e Transporte,Ônibus - Denúncia de problemas no embarque/desembarque,ponto,resultados/2016/transito-e-transporte/poligonos/onibus-denuncia-de-problemas-no-embarque-desembarque.gpkg,13944
2016,Trânsito e Transporte,Ônibus - Denúncia de direção inadequada ou perigosa de veículo,ponto,resultados/2016/transito-e-transporte/poligonos/onibus-denuncia-de-direcao-inadequada-ou-perigosa-de-veiculo.gpkg,4807
2016,Trânsito e Transporte,Implantação de abrigo ou ponto de ônibus,ponto,resultados/2016/transito-e-transporte/poligonos/implantacao-de-abrigo-ou-ponto-de-onibus.gpkg,1784
2016,Trânsito e Transporte,Sinalização horizontal apagada (pintura de solo) – Solicitar repintura,ponto,resultados/2016/transito-e-transporte/poligonos/sinalizacao-horizontal-apagada-pintura-de-solo-solicitar-repintura.gpkg,3043
2016,Trânsito e Transporte,SPTrans - Sugestão,ponto,resultados/2016/transito-e-transporte/poligonos/sptrans-sugestao.gpkg,1436
2016,Trânsito e Transporte,Reclamação de problemas no olho vivo,ponto,resultados/2016/transito-e-transporte/poligonos/reclamacao-de-problemas-no-olho-vivo.gpkg,474
2016,Trânsito e Transporte,Criação/reativação de linha de ônibus,ponto,resultados/2016/transito-e-transporte/poligonos/criacao-reativacao-de-linha-de-onibus.gpkg,337
2016,Trânsito e Transporte,Remanejamento de ponto de ônibus,ponto,resultados/2016/transito-e-transporte/poligonos/remanejamento-de-ponto-de-onibus.gpkg,816
2016,Trânsito e Transporte,"Ônibus - Elogio ao motorista, cobrador ou fiscal",ponto,resultados/2016/transito-e-transporte/poligonos/onibus-elogio-ao-motorista-cobrador-ou-fiscal.gpkg,532
